web_scraper_order,web_scraper_start_url,nom,prix,adresse,urls_images
"1767042573-390","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple de poule Brahman","50 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3556200_uploaded_image1_1644096446.jpg"
"1767042573-391","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Oeuf poulet Brahma","2 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3556035_uploaded_image1_1644085287.jpg"
"1767042573-392","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3548688_uploaded_image1_1643733991.jpg"
"1767042573-393","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule pondeuse","45 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546233_uploaded_image1_1643636475.jpg"
"1767042573-394","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin brahman","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546230_uploaded_image1_1643636330.jpg"
"1767042573-395","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Brahman","50 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3546219_uploaded_image1_1643635974.jpg"
"1767042573-396","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","45 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg"
"1767042573-397","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lot de 3 pigeons","25 000CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_3544488_uploaded_image1_1643489629.jpg"
"1767042573-398","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Femelle opal rosa","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg"
"1767042573-399","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg"
"1767042573-400","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins nains","35 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg"
"1767042573-401","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg"
"1767042573-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin coucou","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg"
"1767042573-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg"
"1767042573-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","25 003 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg"
"1767042573-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg"
"1767042573-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Femelle manteau Opale","60 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg"
"1767042573-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins Angoura","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg"
"1767042573-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg"
"1767042573-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg"
"1767042573-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Bleue Hollandaise","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg"
"1767042573-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Crimpan","75 000CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg"
"1767042573-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple de poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg"
"1767042573-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Jeune mâle Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg"
"1767042573-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule cou nue","16 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg"
"1767042573-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple pigeons cravate","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg"
"1767042573-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg"
"1767042573-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg"
"1767042573-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","3 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3447997_uploaded_image1_1637496004.jpg"
"1767042573-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Voyageur","17 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3444824_uploaded_image1_1637284415.jpg"
"1767042573-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulan blanc","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3441505_uploaded_image1_1637127613.jpg"
"1767042573-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule femelle Orpington","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg"
"1767042573-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3437255_uploaded_image1_1636886889.jpg"
"1767042573-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3436083_uploaded_image1_1636807309.jpg"
"1767042573-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins brahma couple","22 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3426274_uploaded_image1_1636309987.jpg"
"1767042573-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon couple Cauchois","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3418999_uploaded_image1_1635954718.jpg"
"1767042573-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon femelle Mondain","70 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3418994_uploaded_image1_1635954539.jpg"
"1767042573-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Texan","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414604_uploaded_image1_1635789687.jpg"
"1767042573-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Cauchois","100 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414597_uploaded_image1_1635789492.jpg"
"1767042573-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Bouvreuil Archangel","40 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3414593_uploaded_image1_1635789344.jpg"
"1767042573-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","35 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405195_uploaded_image1_1635268881.jpg"
"1767042573-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_3404905_uploaded_image1_1635261146.jpg"
"1767042573-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3394674_uploaded_image1_1634723623.jpg"
"1767042573-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahor","65 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3382710_uploaded_image1_1634069766.jpg"
"1767042573-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3382693_uploaded_image1_1634069396.jpg"
"1767042573-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Laince","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3380877_uploaded_image1_1633980647.jpg"
"1767042573-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules pondeuses","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3379737_uploaded_image1_1633947290.jpg"
"1767042573-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons bouvreuils","22 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3378491_uploaded_image1_1633862943.jpg"
"1767042573-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins brahman herminé - cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3374652_uploaded_image1_1633650923.jpg"
"1767042573-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373811_uploaded_image1_1633618398.jpg"
"1767042573-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3373808_uploaded_image1_1633618269.jpg"
"1767042573-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3371154_uploaded_image1_1633515720.jpg"
"1767042573-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Barahmane","100 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_3370800_uploaded_image2_1633504872.jpeg"
"1767042573-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple poulet Brahmâ","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg"
"1767042573-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Romain","85 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3362871_uploaded_image1_1633116442.jpg"
"1767042573-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahman Herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3357881_uploaded_image3_1632920077.jpeg"
"1767042573-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma hermnée","100 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg"
"1767042573-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","110 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg"
"1767042573-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg"
"1767042573-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg"
"1767042573-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon bajoura","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg"
"1767042573-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg"
"1767042573-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg"
"1767042573-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules Brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg"
"1767042573-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules brahmanes","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg"
"1767042573-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg"
"1767042573-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","2 300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg"
"1767042573-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg"
"1767042573-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets pondeuses","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg"
"1767042573-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Cochin","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg"
"1767042573-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg"
"1767042573-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Trio poussin coucou","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg"
"1767042573-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin Brahmâ","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg"
"1767042573-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin Brahma","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg"
"1767042573-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","17 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg"
"1767042573-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahman","22 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg"
"1767042573-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon mondain / bullan","25 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg"
"1767042573-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Bullan","95 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg"
"1767042573-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon  Bullan","100 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg"
"1767042573-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Lahore","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg"
"1767042573-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","50 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg"
"1767042573-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Bleu Hollande","4 500CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg"
"1767042573-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","17 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg"
"1767042573-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg"
"1767042573-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg"
"1767042573-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg"
"1767042573-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Bleu Hollande","10 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg"
"1767042573-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahma herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg"
"1767042573-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahman Herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg"
"1767042573-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur Meulman","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg"
"1767042573-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg"
"1767042573-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets de chair","2 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg"
"1767042573-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perruche","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg"
"1767042573-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin fauve de bourgogne","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg"
"1767042573-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","15 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg"
"1767042573-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq Baramann","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg"
"1767042573-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg"
"1767042573-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Monday","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg"
"1767042573-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pignon Monday","175 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg"
"1767042573-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg"
"1767042573-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","3 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg"
"1767042573-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poules cou-nues","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg"
"1767042573-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets bleue d'hollande","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg"
"1767042573-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg"
"1767042573-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet de chair","2 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg"
"1767042573-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pintade","10 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg"
"1767042573-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Baraman","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg"
"1767042573-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg"
"1767042573-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg"
"1767042573-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet local","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg"
"1767042573-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg"
"1767042573-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Perroquet","40 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg"
"1767042573-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Dinde","15 000CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg"
"1767042573-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg"
"1767042573-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","12 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg"
"1767042573-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg"
"1767042573-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","180 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg"
"1767042573-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cailles jumbos","1 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg"
"1767042573-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Angora","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg"
"1767042573-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets Brahman","40 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg"
"1767042573-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahma","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg"
"1767042573-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Colvert","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3125526_uploaded_image1_1621532802.jpg"
"1767042573-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","3 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3123441_uploaded_image1_1621440889.jpg"
"1767042573-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3121121_uploaded_image1_1621343038.jpg"
"1767042573-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","80 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3118080_uploaded_image1_1621187860.jpg"
"1767042573-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3115873_uploaded_image1_1621043291.jpg"
"1767042573-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahore - noir","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg"
"1767042573-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Lahore rouge","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg"
"1767042573-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon cauchois","70 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3101934_uploaded_image1_1620336090.jpg"
"1767042573-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur Mento","20 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg"
